  **  PHYSICAL PARAMETERS  **


   RADIUS      n(Htot)     TEMP        A_UV EFF    RAD. EFF    C K(PH)     C K(IP)     C K(AP)     CO K(PH)    CO K(IP)    CO K(AP)    DELTA_AUV   
   2.291E+017  9.545E+002  9.491E+001  5.437E-001  3.781E-001  1.217E-010  0.000E+000  0.000E+000  1.077E-012  0.000E+000  0.000E+000  3.113E+003
   2.455E+017  8.313E+002  9.264E+001  5.074E-001  4.001E-001  1.293E-010  0.000E+000  0.000E+000  1.225E-012  0.000E+000  0.000E+000  3.113E+003
   2.630E+017  7.240E+002  9.043E+001  4.736E-001  4.221E-001  1.370E-010  0.000E+000  0.000E+000  1.396E-012  0.000E+000  0.000E+000  3.114E+003
   2.818E+017  6.306E+002  8.827E+001  4.420E-001  4.439E-001  1.449E-010  0.000E+000  0.000E+000  1.594E-012  0.000E+000  0.000E+000  3.114E+003
   3.020E+017  5.492E+002  8.616E+001  4.125E-001  4.656E-001  1.527E-010  0.000E+000  0.000E+000  1.819E-012  0.000E+000  0.000E+000  3.114E+003
   3.236E+017  4.784E+002  8.410E+001  3.849E-001  4.870E-001  1.604E-010  0.000E+000  0.000E+000  2.073E-012  0.000E+000  0.000E+000  3.114E+003
   3.467E+017  4.166E+002  8.209E+001  3.592E-001  5.081E-001  1.685E-010  0.000E+000  0.000E+000  2.389E-012  0.000E+000  0.000E+000  3.114E+003
   3.715E+017  3.629E+002  8.013E+001  3.353E-001  5.289E-001  1.754E-010  0.000E+000  0.000E+000  2.705E-012  0.000E+000  0.000E+000  3.114E+003
   3.981E+017  3.161E+002  7.822E+001  3.129E-001  5.493E-001  1.833E-010  0.000E+000  0.000E+000  3.147E-012  0.000E+000  0.000E+000  3.114E+003
   4.266E+017  2.753E+002  7.635E+001  2.920E-001  5.692E-001  1.902E-010  0.000E+000  0.000E+000  3.613E-012  0.000E+000  0.000E+000  3.114E+003
   4.571E+017  2.398E+002  7.452E+001  2.725E-001  5.887E-001  1.971E-010  0.000E+000  0.000E+000  4.201E-012  0.000E+000  0.000E+000  3.114E+003
   4.898E+017  2.088E+002  7.274E+001  2.543E-001  6.076E-001  2.046E-010  0.000E+000  0.000E+000  5.033E-012  0.000E+000  0.000E+000  3.114E+003
   5.248E+017  1.819E+002  7.101E+001  2.373E-001  6.260E-001  2.110E-010  0.000E+000  0.000E+000  5.993E-012  0.000E+000  0.000E+000  3.114E+003
   5.623E+017  1.584E+002  6.931E+001  2.215E-001  6.439E-001  2.174E-010  0.000E+000  0.000E+000  7.337E-012  0.000E+000  0.000E+000  3.114E+003
   6.026E+017  1.380E+002  6.766E+001  2.067E-001  6.612E-001  2.241E-010  0.000E+000  0.000E+000  9.484E-012  0.000E+000  0.000E+000  3.114E+003
   6.457E+017  1.202E+002  6.604E+001  1.929E-001  6.779E-001  2.300E-010  0.000E+000  0.000E+000  1.265E-011  0.000E+000  0.000E+000  3.114E+003
   6.918E+017  1.047E+002  6.446E+001  1.800E-001  6.940E-001  2.367E-010  0.000E+000  0.000E+000  2.045E-011  0.000E+000  0.000E+000  3.114E+003
   7.413E+017  9.115E+001  6.292E+001  1.680E-001  7.095E-001  2.419E-010  0.000E+000  0.000E+000  3.831E-011  0.000E+000  0.000E+000  3.114E+003
   7.943E+017  7.939E+001  6.142E+001  1.568E-001  7.244E-001  2.473E-010  0.000E+000  0.000E+000  1.171E-010  0.000E+000  0.000E+000  3.114E+003
   8.511E+017  6.915E+001  5.995E+001  1.463E-001  7.388E-001  2.527E-010  0.000E+000  0.000E+000  1.741E-010  0.000E+000  0.000E+000  3.114E+003
   9.120E+017  6.022E+001  5.852E+001  1.366E-001  7.525E-001  2.578E-010  0.000E+000  0.000E+000  1.785E-010  0.000E+000  0.000E+000  3.114E+003
   9.772E+017  5.245E+001  5.712E+001  1.275E-001  7.656E-001  2.625E-010  0.000E+000  0.000E+000  1.815E-010  0.000E+000  0.000E+000  3.114E+003
   1.047E+018  4.568E+001  5.576E+001  1.190E-001  7.782E-001  2.673E-010  0.000E+000  0.000E+000  1.845E-010  0.000E+000  0.000E+000  3.114E+003
